1, 0.5869565217391305
3, 0.6630434782608695
5, 0.6304347826086957
7, 0.7010869565217391
9, 0.657608695652174
11, 0.6032608695652174
13, 0.5489130434782609
15, 0.5
17, 0.4945652173913043
19, 0.4945652173913043
21, 0.4945652173913043
23, 0.47282608695652173
25, 0.46195652173913043
27, 0.483695652173913
29, 0.4945652173913043
31, 0.5
33, 0.5543478260869565
35, 0.5815217391304348
37, 0.592391304347826
39, 0.6195652173913043
41, 0.6141304347826086
43, 0.625
45, 0.625
47, 0.657608695652174
49, 0.6358695652173914
